word,tag
ang,FIL
maliliit,FIL
na,FIL
taumbuyan,FIL
dahil,FIL
kung,FIL
harapan,FIL
ang,FIL
korap,FIL
",",OTH
walang,FIL
kokontra,FIL
dahil,FIL
sila,FIL
sila,FIL
",",OTH
lang,FIL
ang,FIL
taong,FIL
gobyerno,FIL
.,OTH
Hindi,FIL
naman,FIL
yung,FIL
anak,FIL
mo,FIL
yung,FIL
bumulong,FIL
sayo,FIL
na,FIL
makipagsiping,FIL
sa,FIL
asawa,FIL
mo,FIL
at,FIL
magkaanak,FIL
.,OTH
Ang,FIL
ituro,FIL
na,FIL
lang,FIL
ni,FIL
Roque,OTH
",",OTH
sino,FIL
ba,FIL
ang,FIL
backer,ENG
ni,FIL
Lao,OTH
?,OTH
Huwag,FIL
mawalan,FIL
ng,FIL
PAG,FIL
ASA,FIL
kung,FIL
di,FIL
ko,FIL
nakita,FIL
sa,FIL
tl,OTH
ko,FIL
nagwawala,FIL
na,FIL
siguro,FIL
ako,FIL
ngayon,FIL
Pero,FIL
dahil,FIL
sa,FIL
pandemya,FIL
",",OTH
tila,FIL
magbabago,FIL
ang,FIL
nakasanayan,FIL
na,FIL
.,OTH
Yakapin,FIL
ang,FIL
hiningang,FIL
nagdurugtong,FIL
sa,FIL
iyong,FIL
mundo,FIL
at,FIL
panitikan,FIL
.,OTH
Kawawa,FIL
naman,FIL
ang,FIL
laruan,FIL
na,FIL
sisi,FIL
.,OTH
Walang,FIL
mga,FIL
tao,FIL
o,FIL
anumang,FIL
bagay,FIL
sa,FIL
lupa,FIL
nang,FIL
panahon,FIL
na,FIL
iyon,FIL
",",OTH
at,FIL
wala,FIL
pang,FIL
nagawa,FIL
ang,FIL
Diyos,FIL
kahit,FIL
ano,FIL
pa,FIL
mang,FIL
gawain,FIL
.,OTH
Si,FIL
leni,OTH
raw,FIL
para,FIL
lalong,FIL
lumubog,FIL
ang,FIL
pinas,FIL
Sa,FIL
pamamagitan,FIL
ng,FIL
mga,FIL
pagbabahaging,FIL
ito,FIL
",",OTH
nakakaya,FIL
ba,FIL
ninyong,FIL
kilalanin,FIL
na,FIL
Siya,FIL
disposisyong,FIL
ito,FIL
",",OTH
na,FIL
ay,FIL
gumawa,FIL
ng,FIL
gawain,FIL
",",OTH
at,FIL
nagbunyag,FIL
ng,FIL
mga,FIL
ang,FIL
natatanging,FIL
Diyos,FIL
Mismo,FIL
",",OTH
na,FIL
may,FIL
hawak,FIL
ng,FIL
kapangyarihan,FIL
sa,FIL
lahat,FIL
ng,FIL
bagay,FIL
?,OTH
Ang,FIL
masabiko,FIL
Lang,FIL
walang,FIL
dilawan,FIL
at,FIL
red,ENG
dito,FIL
ang,FIL
nagkamali,FIL
dapat,FIL
parusahan,FIL
baka,FIL
dilawan,FIL
ka,FIL
Ng,FIL
dilawan,FIL
ikaw,FIL
ang,FIL
maisunod,FIL
dyan,FIL
Sinabi,FIL
ni,FIL
Hesus,OTH
na,FIL
dalhin,FIL
ito,FIL
ng,FIL
pintor,FIL
pabalik,FIL
sa,FIL
hari,FIL
ng,FIL
Edessa,OTH
.,OTH
masyado,FIL
niyang,FIL
mahal,FIL
si,FIL
ji,OTH
di,FIL
ko,FIL
siya,FIL
ma,FIL
blame,ENG
pero,FIL
sana,FIL
wag,FIL
na,FIL
siyang,FIL
magpaloko,FIL
.,OTH
Sa,FIL
mga,FIL
nakapasa,FIL
po,FIL
sa,FIL
ust,FIL
arki,FIL
",",OTH
ano,FIL
po,FIL
gwa,OTH
niyo,FIL
nung,FIL
g11,OTH
?,OTH
Lahat,FIL
sila,FIL
",",OTH
sa,FIL
panahon,FIL
ng,FIL
pagliligtas,FIL
ng,FIL
Diyos,FIL
sa,FIL
tao,FIL
",",OTH
na,FIL
hindi,FIL
nagagawang,FIL
magkamit,FIL
ng,FIL
pagbabago,FIL
sa,FIL
kanilang,FIL
disposisyonpati,FIL
na,FIL
lahat,FIL
ng,FIL
hindi,FIL
nagagawang,FIL
lubos,FIL
na,FIL
magpasakop,FIL
sa,FIL
Diyosay,FIL
magiging,FIL
mga,FIL
pakay,FIL
ng,FIL
kaparusahan,FIL
.,OTH
akala,FIL
ko,FIL
mahihirapan,FIL
ako,FIL
mag,FIL
reply,ENG
after,ENG
a,ENG
month,ENG
ng,FIL
di,FIL
ko,FIL
pag,FIL
ol,OTH
sa,FIL
main,ENG
acc,OTH
",",OTH
pero,FIL
ang,FIL
warm,ENG
pa,FIL
rin,FIL
ng,FIL
welcome,ENG
nila,FIL
saken,FIL
huhu,OTH
hindi,FIL
ka,FIL
lalaking,FIL
nakikita,FIL
ang,FIL
mundo,FIL
kung,FIL
di,FIL
dahil,FIL
sa,FIL
mga,FIL
magulang,FIL
mo,FIL
!,OTH
Ang,FIL
pagiging,FIL
totoo,FIL
at,FIL
realidad,FIL
ng,FIL
awtoridad,FIL
at,FIL
kapangyarihan,FIL
ng,FIL
Diyos,FIL
ay,FIL
unti,FIL
unting,FIL
nabubunyag,FIL
at,FIL
kinakatawan,FIL
sa,FIL
Kanyang,FIL
paglikha,FIL
ng,FIL
lahat,FIL
ng,FIL
bagay,FIL
",",OTH
at,FIL
pagkontrol,FIL
sa,FIL
lahat,FIL
ng,FIL
bagay,FIL
",",OTH
at,FIL
sa,FIL
proseso,FIL
kung,FIL
saan,FIL
pinangungunahan,FIL
at,FIL
pinamamahalaan,FIL
Niya,FIL
ang,FIL
sangkatauhan,FIL
.,OTH
Para,FIL
sa,FIL
mga,FIL
nagsasabeng,FIL
di,FIL
naman,FIL
ako,FIL
nag,FIL
aaral,FIL
Siguro,FIL
sa,FIL
isang,FIL
linggo,FIL
tatlong,FIL
araw,FIL
lang,FIL
na,FIL
merong,FIL
dumadating,FIL
so,ENG
mahihirapan,FIL
talaga,FIL
",",OTH
"""",OTH
,OTH
ani,FIL
Rosendo,OTH
So,OTH
",",OTH
chairman,ENG
ng,FIL
SINAG,OTH
Sabi,FIL
rin,FIL
ng,FIL
DA,OTH
na,FIL
patuloy,FIL
nilang,FIL
hinihimok,FIL
ang,FIL
mga,FIL
hog,ENG
raiser,ENG
at,FIL
trader,ENG
na,FIL
magdala,FIL
ng,FIL
mga,FIL
baboy,FIL
sa,FIL
Metro,OTH
Manila,FIL
dahil,FIL
sagot,FIL
naman,FIL
ng,FIL
ahensiya,FIL
ang,FIL
transport,ENG
.,OTH
Dahil,FIL
dito,FIL
lahat,FIL
ay,FIL
isasacrifice,FIL
nila,FIL
pati,FIL
ang,FIL
pag-aaral,FIL
sa,FIL
college,ENG
",",OTH
ito,FIL
ang,FIL
dahilan,FIL
kaya,FIL
mayroon,FIL
kayong,FIL
super,ENG
smart,ENG
friend,ENG
/,OTH
classmate,ENG
na,FIL
JW,OTH
na,FIL
ayaw,FIL
mag-aral,FIL
ng,FIL
College,ENG
.,OTH
Umasa,FIL
po,FIL
kayo,FIL
iboboto,FIL
kayo,FIL
ng,FIL
taong,FIL
bayan,FIL
.,OTH
Saan,FIL
po,FIL
sa,FIL
pangasinan,OTH
chairman,ENG
si,FIL
ninong,FIL
malawak,FIL
po,FIL
ang,FIL
pangsinan,OTH
huwag,FIL
ka,FIL
ng,FIL
gumawa,FIL
",",OTH
lapag,FIL
ng,FIL
bet,ENG
na,FIL
powerpuff,OTH
girl,OTH
muna,FIL
Sinisipagan,FIL
ko,FIL
na,FIL
ang,FIL
pag,FIL
uupload,FIL
kwento,FIL
ko,FIL
soon,ENG
sa,FIL
VLOG,OTH
bakit,FIL
ba,FIL
hindi,FIL
ako,FIL
nagpaka,FIL
active,ENG
sa,FIL
Vlogging,ENG
mula,FIL
noon,FIL
Nauna,FIL
nang,FIL
sinabi,FIL
ni,FIL
Defensor,OTH
na,FIL
sa,FIL
ilalim,FIL
ng,FIL
batas,FIL
",",OTH
kakasuhan,FIL
ng,FIL
economic,ENG
sabotage,ENG
at,FIL
habambuhay,FIL
na,FIL
pagkakakulong,FIL
ang,FIL
hackers,ENG
galante,FIL
ng,FIL
mga,FIL
nagreregalo,FIL
kay,FIL
ivana,OTH
Bunga,FIL
ng,FIL
insidente,FIL
",",OTH
karamihan,FIL
sa,FIL
mga,FIL
residente,FIL
ng,FIL
Amhara,OTH
region,ENG
ay,FIL
nagsilikas,FIL
.,OTH
Mas,FIL
malulutong,FIL
mga,FIL
bagsakan,FIL
nila,FIL
hehehe,OTH
Ang,FIL
motorista,FIL
nagbabayad,FIL
ng,FIL
motor,ENG
vehicle,ENG
users,ENG
charge,ENG
",",OTH
yung,FIL
pondo,FIL
na,FIL
nakokolekta,FIL
nila,FIL
mahigit,FIL
P25,OTH
billion,ENG
yon,FIL
sa,FIL
isang,FIL
taon,FIL
",",OTH
edi,FIL
yun,FIL
ang,FIL
gamitin,FIL
natin,FIL
",",OTH
payo,FIL
ni,FIL
Senate,OTH
President,OTH
Pro,OTH
Tempore,OTH
Ralph,OTH
Recto,OTH
sa,FIL
LTO,FIL
nang,FIL
kapanayamin,FIL
ng,FIL
Balitaan,FIL
at,FIL
Kumustahan,FIL
sa,FIL
Politiko,FIL
Live,OTH
kahapon,FIL
.,OTH
Mga,FIL
barangay,FIL
Ang,FIL
bayan,FIL
ng,FIL
Catarman,OTH
ay,FIL
nahahati,FIL
sa,FIL
mga,FIL
.,OTH
Kung,FIL
Sinu,FIL
pa,FIL
kasi,FIL
ang,FIL
Mahirap,FIL
un,FIL
ang,FIL
Maraming,FIL
anak,FIL
",",OTH
mga,FIL
magulang,FIL
maawa,FIL
kayo,FIL
sa,FIL
mga,FIL
anak,FIL
nyo,FIL
uy,OTH
!,OTH
Sunghoon,OTH
ang,FIL
pogi,FIL
mo,FIL
di,FIL
nalang,FIL
sana,FIL
ako,FIL
nagising,FIL
Dalawang,FIL
oras,FIL
siyang,FIL
nagtanggal,FIL
ng,FIL
alikabok,FIL
at,FIL
magpunas,FIL
ng,FIL
sahig,FIL
.,OTH
Natawa,FIL
ako,FIL
kay,FIL
mona,OTH
"""",OTH
Kelan,FIL
ka,FIL
pa,FIL
ngka,FIL
jowa,FIL
?,OTH
"""",OTH
,OTH
Favorite,ENG
handa,FIL
tuwing,FIL
pasko,FIL
ay,FIL
ang,FIL
iba't-ibang,FIL
klase,FIL
ng,FIL
luto,FIL
sa,FIL
pasta,ENG
dahil,FIL
ung,FIL
ang,FIL
madalas,FIL
pinamimigau,FIL
isama,FIL
na,FIL
ang,FIL
walang,FIL
kamatayang,FIL
fruit,ENG
salad,ENG
Papatakas,FIL
na,FIL
si,FIL
Lahoy,OTH
",",OTH
pero,FIL
dumating,FIL
kaagad,FIL
ang,FIL
pulisya,FIL
na,FIL
rumesponde,FIL
sa,FIL
insidente,FIL
at,FIL
inaresto,FIL
ang,FIL
si,FIL
Lahoy,OTH
.,OTH
Tagal,FIL
mag,FIL
5,OTH
gusto,FIL
ko,FIL
na,FIL
panoorin,FIL
mv,OTH
ng,FIL
aespaaaaa,OTH
pagbabahagi,FIL
pa,FIL
ng,FIL
aktor,FIL
.,OTH
Kasalukuyang,FIL
nangunguna,FIL
si,FIL
Robin,OTH
Padilla,OTH
sa,FIL
partial,ENG
at,FIL
unofficial,ENG
vote,ENG
count,ENG
ng,FIL
Comelec,FIL
sa,FIL
pagka-senador,FIL
.,OTH
BLaw,OTH
talaga,FIL
sisira,FIL
ng,FIL
buhay,FIL
kooo,FIL
.,OTH
Ako,FIL
po,FIL
si,FIL
Justin,OTH
ang,FIL
pangalan,FIL
ko,FIL
.,OTH
"""",OTH
,OTH
Dapat,FIL
na,FIL
magkaroon,FIL
ng,FIL
death,ENG
penalty,ENG
parami,FIL
na,FIL
ng,FIL
parami,FIL
ang,FIL
mga,FIL
masasama,FIL
Ilan,FIL
ang,FIL
mga,FIL
taong,FIL
nagsusuot,FIL
ng,FIL
dalawang,FIL
mukha,FIL
na,FIL
ganap,FIL
na,FIL
magkaiba,FIL
",",OTH
isa,FIL
sa,FIL
Aking,FIL
harapan,FIL
at,FIL
isa,FIL
naman,FIL
sa,FIL
Aking,FIL
likuran,FIL
?,OTH
nagluluto,FIL
pa,FIL
sila,FIL
ng,FIL
lugaw,FIL
Wala,FIL
Silang,FIL
pakialam,FIL
sa,FIL
nararamdaman,FIL
ng,FIL
iba,FIL
.,OTH
Pinakahuling,FIL
pagrespeto,FIL
ang,FIL
pinag-uusapan,FIL
dito,FIL
",",OTH
magputukan,FIL
man,FIL
ang,FIL
lahat,FIL
ng,FIL
mga,FIL
bulkan,FIL
sa,FIL
buong,FIL
mundo,FIL
ay,FIL
hindi,FIL
na,FIL
uli,FIL
sila,FIL
magkikita-kita,FIL
pa,FIL
",",OTH
kung,FIL
walang,FIL
kahalagahan,FIL
yun,FIL
para,FIL
sa,FIL
ibang,FIL
tao,FIL
ay,FIL
importante,FIL
pa,FIL
rin,FIL
ang,FIL
ating,FIL
nakagisnan,FIL
sa,FIL
mas,FIL
nakararaming,FIL
kalahi,FIL
natin,FIL
.,OTH
Di,FIL
na,FIL
ko,FIL
nagtitinda,FIL
dito,FIL
kaya,FIL
hindi,FIL
porket,FIL
may,FIL
nakakasama,FIL
akong,FIL
alters,ENG
e,FIL
magpapagalaw,FIL
na,FIL
ko,FIL
.,OTH
kung,FIL
harsh,ENG
ako,FIL
magsalita,FIL
sayo,FIL
",",OTH
ibig,FIL
sabihin,FIL
intimidated,ENG
ako,FIL
sayo,FIL
.,OTH
Dati,FIL
na,FIL
raw,FIL
nakulong,FIL
ang,FIL
dalawa,FIL
sa,FIL
New,OTH
Bilibid,OTH
Prison,OTH
at,FIL
Cebu,OTH
Jail,OTH
.,OTH
Tas,FIL
pag,FIL
na,FIL
PM,OTH
magtatanong,FIL
uoe,OTH
ng,FIL
details,ENG
.,OTH
Di,FIL
ako,FIL
makalaro,FIL
ng,FIL
roblox,OTH
Ikaw,FIL
pa,FIL
ritwal,FIL
reveal,ENG
po,FIL
sa,FIL
mga,FIL
pinapayagan,FIL
magkulay,FIL
ng,FIL
buhok,FIL
ang,FIL
sakit,FIL
na,FIL
nilg,FIL
tiyan,FIL
ko,FIL
kakatawa,FIL
sa,FIL
totoo,FIL
lang,FIL
haha,OTH
.,OTH
Samantala,FIL
",",OTH
wala,FIL
pang,FIL
pahayag,FIL
si,FIL
Kiko,OTH
",",OTH
ang,FIL
Star,OTH
Magic,OTH
",",OTH
o,FIL
maging,FIL
ang,FIL
production,ENG
team,ENG
ng,FIL
serye,FIL
",",OTH
o,FIL
ang,FIL
ABS-CBN,FIL
",",OTH
hinggil,FIL
sa,FIL
isyung,FIL
ito,FIL
.,OTH
Ganda,FIL
talaga,FIL
ng,FIL
pagkaka-iba,FIL
nila,FIL
.,OTH
Ipinagluksa,FIL
ni,FIL
John,OTH
Paul,OTH
Edralin,OTH
Escueta,OTH
ang,FIL
pagkamatay,FIL
ng,FIL
pamangkin,FIL
niyang,FIL
si,FIL
Steven,OTH
o,FIL
"""",OTH
Buknoy,OTH
"""",OTH
sa,FIL
isa,FIL
post,ENG
sa,FIL
social,ENG
media,ENG
.,OTH
Araw,FIL
araw,FIL
po,FIL
ako,FIL
nanunuod,FIL
ng,FIL
mga,FIL
vlogs,ENG
po,FIL
nyo,FIL
wala,FIL
po,FIL
ako,FIL
pinapalampas,FIL
Team,ENG
MAVS,OTH
.,OTH
Tinatanggap,FIL
mo,FIL
man,FIL
ang,FIL
mga,FIL
salita,FIL
ng,FIL
paghatol,FIL
at,FIL
pagkastigo,FIL
ng,FIL
Diyos,FIL
",",OTH
ano,FIL
ang,FIL
iyong,FIL
nararamdaman,FIL
pagkatapos,FIL
?,OTH
ang,FIL
dami,FIL
kong,FIL
iyak,FIL
ditonaalala,FIL
ko,FIL
ang,FIL
tatay,FIL
ko,FIL
mag,FIL
pupursige,FIL
ako,FIL
para,FIL
mabilhan,FIL
din,FIL
sya,FIL
ng,FIL
pangarap,FIL
nya,FIL
na,FIL
kalabaw,FIL
!,OTH
Matalino,FIL
ako,FIL
botante,FIL
hindi,FIL
ko,FIL
ipinagbibili,FIL
ang,FIL
aking,FIL
boto,FIL
!,OTH
mag,FIL
tytype,ENG
nalang,FIL
ng,FIL
+,OTH
namali,FIL
pa,FIL
Ang,FIL
Department,OTH
of,ENG
Health,OTH
ang,FIL
tutukoy,FIL
sa,FIL
tindi,FIL
ng,FIL
banta,FIL
ng,FIL
COVID-19,OTH
sa,FIL
mga,FIL
piling,FIL
lugar,FIL
.,OTH
Mga,FIL
Sinungaling,FIL
Trangkaso,FIL
sinasabi,FIL
na,FIL
ninyong,FIL
Covid,OTH
Covid,OTH
Wala,FIL
kayong,FIL
Takot,FIL
sa,FIL
Dios,FIL
Darating,FIL
din,FIL
ang,FIL
mga,FIL
Gaba,FIL
ninyo,FIL
Ayon,FIL
kay,FIL
Department,OTH
of,OTH
Health,OTH
(,OTH
DOH,OTH
),OTH
Undersecretary,OTH
Maria,OTH
Rosario,OTH
Vergeire,OTH
",",OTH
may,FIL
110,OTH
biyahero,FIL
mula,FIL
sa,FIL
India,OTH
ang,FIL
isinailalim,FIL
nila,FIL
sa,FIL
COVID-19,OTH
testing,ENG
at,FIL
anim,FIL
sa,FIL
mga,FIL
ito,FIL
ang,FIL
nagpositibo,FIL
sa,FIL
sakit,FIL
.,OTH
Nakakalangkot,FIL
po,FIL
Umaasa,FIL
kmi,FIL
sa,FIL
pag,FIL
bangon,FIL
ng,FIL
mas,FIL
masayang,FIL
abs,FIL
Oh,OTH
c'mon,OTH
wag,FIL
mo,FIL
nga,FIL
kame,FIL
pinagloloko,FIL
",",OTH
halos,FIL
lahat,FIL
ng,FIL
naging,FIL
VP,OTH
gusto,FIL
maging,FIL
Presidente,FIL
",",OTH
di,FIL
nyo,FIL
lang,FIL
talaga,FIL
matanggap,FIL
na,FIL
ayaw,FIL
na,FIL
sainyo,FIL
ng,FIL
Tao,FIL
.,OTH
At,FIL
ang,FIL
natutunan,FIL
ni,FIL
Cindy,OTH
sa,FIL
dalawang,FIL
batikang,FIL
aktor,FIL
",",OTH
Si,FIL
sir,ENG
John,OTH
Arcilla,OTH
po,FIL
at,FIL
si,FIL
kuya,FIL
Sid,OTH
ay,FIL
magkaibigang-magkaiba,FIL
po,FIL
sila,FIL
ng,FIL
personality,ENG
and,ENG
how,ENG
they,ENG
prepare,ENG
sa,FIL
set,ENG
.,OTH
magagamit,FIL
na,FIL
naman,FIL
ang,FIL
kriminal,FIL
side,ENG
ng,FIL
mptrc,OTH
Basta,FIL
nakasulat,FIL
daw,FIL
sa,FIL
libro,FIL
ay,FIL
totoo,FIL
.,OTH
Ok,ENG
umabot,FIL
tayo,FIL
sa,FIL
Abenson,OTH
",",OTH
pambahay,FIL
",",OTH
walang,FIL
ligo,FIL
.,OTH
focus,ENG
muna,FIL
ko,FIL
sa,FIL
tatlo,FIL
HAHAHAHA,OTH
baka,FIL
mawalan,FIL
ako,FIL
ng,FIL
time,ENG
sa,FIL
kanila,FIL
Ano,FIL
kaya,FIL
mga,FIL
itinuro,FIL
sa,FIL
anak,FIL
?,OTH
Bukod,FIL
pa,FIL
riyan,FIL
",",OTH
malaking,FIL
bahagi,FIL
ng,FIL
imahinasyon,FIL
ng,FIL
tao,FIL
ang,FIL
nakahalo,FIL
sa,FIL
loob,FIL
",",OTH
sa,FIL
gayon,FIL
ay,FIL
mahigpit,FIL
na,FIL
pinipigilan,FIL
ng,FIL
tao,FIL
ang,FIL
disposisyon,FIL
",",OTH
katauhan,FIL
",",OTH
at,FIL
karunungan,FIL
ng,FIL
Diyos,FIL
",",OTH
gayundin,FIL
ang,FIL
mga,FIL
prinsipyo,FIL
ng,FIL
gawain,FIL
ng,FIL
Diyos,FIL
",",OTH
sa,FIL
loob,FIL
ng,FIL
limitadong,FIL
mga,FIL
hangganan,FIL
",",OTH
naniniwala,FIL
na,FIL
kung,FIL
minsan,FIL
nang,FIL
naging,FIL
ganito,FIL
ang,FIL
Diyos,FIL
",",OTH
mananatili,FIL
Siyang,FIL
ganito,FIL
habang,FIL
panahon,FIL
",",OTH
at,FIL
hindi,FIL
magbabago,FIL
kailanman,FIL
.,OTH
Bukod,FIL
sa,FIL
MRT-3,OTH
",",OTH
nagkakaloob,FIL
rin,FIL
ng,FIL
libreng,FIL
pamasahe,FIL
para,FIL
sa,FIL
mga,FIL
vaccinated,ENG
APORs,OTH
sa,FIL
ECQ,OTH
period,ENG
ang,FIL
LRT-2,OTH
at,FIL
ang,FIL
Philippine,OTH
National,OTH
Railways,OTH
(,OTH
PNR,OTH
),OTH
.,OTH
May,FIL
alam,FIL
po,FIL
ba,FIL
kayo,FIL
na,FIL
mga,FIL
orgs,OTH
na,FIL
pwede,FIL
salihan,FIL
?,OTH
Nakakaumay,FIL
na,FIL
ang,FIL
hlc,OTH
aa,OTH
Sa,FIL
totoo,FIL
lang,FIL
",",OTH
kung,FIL
alam,FIL
ko,FIL
lang,FIL
na,FIL
magiging,FIL
carat,ENG
ako,FIL
",",OTH
sana,FIL
yung,FIL
mga,FIL
nakuha,FIL
kong,FIL
baon,FIL
at,FIL
ipon,FIL
di,FIL
ko,FIL
na,FIL
lang,FIL
pinangbili,FIL
sa,FIL
cravings,ENG
ko,FIL
every,ENG
Friday,OTH
after,ENG
ng,FIL
school,ENG
Nagdeact,OTH
nga,FIL
ako,FIL
tapos,FIL
bigla,FIL
biglang,FIL
nagpapasali,FIL
sa,FIL
group,ENG
sa,FIL
fb,OTH
para,FIL
sa,FIL
isang,FIL
subject,ENG
tanginAaaaa,FIL
Nakupo,OTH
Ikaw,FIL
mismo,FIL
ang,FIL
hindi,FIL
gumagawa,FIL
sa,FIL
mga,FIL
sinasabi,FIL
mo,FIL
eh,OTH
.,OTH
tapos,FIL
ngayon,FIL
papupuntahin,FIL
niyo,FIL
ako,FIL
ng,FIL
Nazareth,OTH
?,OTH
ay,FIL
nang,FIL
nagmatik,FIL
parang,FIL
nagmimio,FIL
.,OTH
Nagkaron,FIL
din,FIL
ako,FIL
ng,FIL
abscess,ENG
because,ENG
of,ENG
a,ENG
failed,ENG
pasta,ENG
noon,FIL
sa,FIL
clinic,ENG
nila,FIL
.,OTH
nakapag,FIL
rant,ENG
tuloy,FIL
ako,FIL
wala,FIL
sa,FIL
oras,FIL
kay,FIL
ange,OTH
",",OTH
sa,FIL
sobrang,FIL
sakit,FIL
ng,FIL
loob,FIL
ko,FIL
hahaha,OTH
Tsaka,FIL
kahit,FIL
naman,FIL
iboto,FIL
niyo,FIL
tatay,FIL
non,FIL
",",OTH
di,FIL
rin,FIL
naman,FIL
kayo,FIL
kakantutin,FIL
non,FIL
so,ENG
itaas,FIL
taas,FIL
natin,FIL
ang,FIL
mga,FIL
pamantayan,FIL
natin,FIL
sa,FIL
pagboto,FIL
.,OTH
nawa'y,FIL
maalala,FIL
ko,FIL
lahat,FIL
ng,FIL
nireview,FIL
ko,FIL
Nakakalungkot,FIL
na,FIL
masaya,FIL
Malungkot,FIL
dahil,FIL
lahat,FIL
ng,FIL
alaala,FIL
ng,FIL
nakaraan,FIL
ay,FIL
mananatiling,FIL
nakalipas,FIL
at,FIL
hanggang,FIL
ala,FIL
ala,FIL
nalang,FIL
.,OTH
masaya,FIL
dahil,FIL
masarap,FIL
sa,FIL
pakiramdam,FIL
yung,FIL
nababalikan,FIL
ang,FIL
lahat,FIL
ng,FIL
masayang,FIL
nakaraan,FIL
Maganda,FIL
ba,FIL
ang,FIL
work,ENG
ethic,ENG
ng,FIL
player,ENG
sa,FIL
practice,ENG
?,OTH
Wag,FIL
na,FIL
tayo,FIL
sa,FIL
iba,FIL
",",OTH
ikw,FIL
ang,FIL
NaISKO,FIL
!,OTH
May,FIL
nakakita,FIL
sa,FIL
kanilang,FIL
magkasama,FIL
sa,FIL
Bohol,OTH
at,FIL
sinabing,FIL
bagay,FIL
ang,FIL
dalawa,FIL
at,FIL
hindi,FIL
rin,FIL
daw,FIL
mga,FIL
snob,ENG
.,OTH
yung,FIL
totoo,FIL
ano,FIL
problema,FIL
ng,FIL
mga,FIL
otors,OTH
ngayon,FIL
",",OTH
konti,FIL
nalang,FIL
manhid,FIL
nako,FIL
sa,FIL
dami,FIL
ng,FIL
angst,ENG
na,FIL
nakikita,FIL
ko,FIL
pero,FIL
di,FIL
naman,FIL
ako,FIL
nagrereklamo,FIL
",",OTH
sige,FIL
lang,FIL
po,FIL
Lintik,FIL
ang,FIL
walang,FIL
ganti,FIL
HAHAHA,OTH
Pero,FIL
nasa,FIL
70,OTH
%,OTH
ang,FIL
suportang,FIL
nakamit,FIL
ng,FIL
aktres,FIL
sa,FIL
netizens,ENG
dahil,FIL
mali,FIL
ang,FIL
ginawa,FIL
ni,FIL
Aljur,OTH
na,FIL
siraan,FIL
sa,FIL
publiko,FIL
si,FIL
Kylie,OTH
kahit,FIL
pa,FIL
anong,FIL
ginawa,FIL
nito,FIL
sa,FIL
loob,FIL
ng,FIL
pagsasama,FIL
nila,FIL
bilang,FIL
mag-asawa,FIL
.,OTH
mga,FIL
sayaw,FIL
talaga,FIL
ng,FIL
tatay,FIL
naaalala,FIL
ko,FIL
e,OTH
",",OTH
Salamat,FIL
sa,FIL
BFF,OTH
niyang,FIL
si,FIL
Kathryn,OTH
Bernardo,OTH
na,FIL
nag-imbita,FIL
sa,FIL
kanya,FIL
na,FIL
doon,FIL
magdiwang,FIL
ng,FIL
Pasko,FIL
sa,FIL
bahay,FIL
nila,FIL
kasama,FIL
ang,FIL
buong,FIL
Bernardo,OTH
family,ENG
.,OTH
Ayon,FIL
kay,FIL
Valenzuela,OTH
Mayor,ENG
Rex,OTH
Gatchalian,OTH
",",OTH
umabo,FIL
simula,FIL
25,OTH
hanggang,FIL
50,OTH
porsiyento,FIL
ng,FIL
mga,FIL
residente,FIL
sa,FIL
lugar,FIL
ang,FIL
nagpositibo,FIL
sa,FIL
COVID-19,OTH
",",OTH
kaya,FIL
napagpasyahan,FIL
na,FIL
isailalim,FIL
ang,FIL
lugar,FIL
sa,FIL
lockdown,ENG
.,OTH
sanaol,FIL
kay,FIL
dusty,OTH
2nd,OTH
time,ENG
makasama,FIL
sa,FIL
mv,OTH
ng,FIL
esbi,OTH
ngayon,FIL
ka,FIL
magdesisyon,FIL
kung,FIL
oorder,FIL
ka,FIL
ng,FIL
set,ENG
@,OTH
self,ENG
Dilawan,FIL
kse,FIL
abs,OTH
cbn,OTH
kayo,FIL
pa,FIL
nmn,FIL
network,ENG
na,FIL
gusto,FIL
ko,FIL
kaso,FIL
bayas,FIL
kayo,FIL
pag,FIL
dating,FIL
sa,FIL
mga,FIL
pulitiko,FIL
Nangangahas,FIL
ka,FIL
ba,FIL
na,FIL
sabihing,FIL
ikaw,FIL
ay,FIL
tunay,FIL
na,FIL
naglilingkod,FIL
sa,FIL
Diyos,FIL
?,OTH
Nangako,FIL
naman,FIL
ng,FIL
tulong,FIL
si,FIL
Robredo,OTH
na,FIL
umapila,FIL
sa,FIL
gobyerno,FIL
.,OTH
Bumulusok,FIL
ito,FIL
pababa,FIL
at,FIL
sinalpok,FIL
ang,FIL
kotse,FIL
ng,FIL
opisyal,FIL
at,FIL
ang,FIL
naglalakad,FIL
na,FIL
pedestrian,ENG
na,FIL
ikinasawi,FIL
agad,FIL
ng,FIL
mga,FIL
ito,FIL
.,OTH
*,OTH
Sino,FIL
kayang,FIL
nag-suggest,OTH
na,FIL
ipapa,FIL
-,OTH
"""",OTH
tan,ENG
"""",OTH
ang,FIL
skin,ENG
ni,FIL
Kisses,OTH
?,OTH
Namangha,FIL
ang,FIL
netizens,ENG
sa,FIL
pagguhit,FIL
ng,FIL
isang,FIL
homeless,ENG
man,ENG
sa,FIL
pader,FIL
gamit,FIL
ang,FIL
dahon,FIL
bilang,FIL
material,ENG
sa,FIL
Bayawan,OTH
City,OTH
",",OTH
Negros,OTH
